Company Name,Emissions Reporting Year,Emissions Report URL,EBITDA Report URL,Scope One Emissions,Scope Two Emissions,Scope Three Emissions,Total Emissions,Monetized Scope 1 & 2 Emissions,Monetized Total Emissions,EBITDA,EBITDA Minus Total Monetized Emissions,Emissions Intensity Ratio
BP,2023,,,31.1,1.0,315.0,347.1,7575600000.0,81915600000.0,32360000000.0,-49555600000.0,2.5313844252163165
